"
Twente
","
Heerenveen
"
Starting XI
1,N. Marsman,[],1,E. Mulder,"[('yellow-card', ""53'"")]"
2,H. ter Avest,[],2,S. Marzo,[]
5,S. Thesker,[],4,J. van Aken,[]
3,J. Andersen,[],12,D. Schmidt,"[('yellow-card', ""90'+"")]"
28,J. van der Lely,"[('sub-out', ""64'"")]",18,Y. Namli,"[('sub-out', ""77'"")]"
22,K. Mokotjo,[],8,M. Thorsby,[]
43,M. Klich,"[('yellow-card', ""90'"")]",21,Y. Kobayashi,[]
19,F. Jensen,[],19,P. van Amersfoort,"[('yellow-card', ""60'""), ('sub-out', ""84'"")]"
17,E. Ünal,[],9,R. Ghoochannejhad,[]
10,B. Celina,"[('sub-out', ""81'"")]",11,S. Larsson,[]
11,D. Seys,"[('sub-out', ""63'"")]",13,A. Zeneli,[]
