"
Morelia
","
Veracruz
"
Starting XI
1,F. Rodríguez,[],1,P. Gallese,[]
17,E. Loeschbor,[],30,K. Álvarez,[]
24,G. Achilier,"[('yellow-card', ""47'"")]",2,M. Alatorre,[]
2,E. Pérez,[],4,A. Briseño ,[]
15,S. Vegas,"[('yellow-card', ""77'"")]",23,Leobardo López,"[('sub-out', ""79'"")]"
20,R. Millar,[],14,C. Pellerano,[]
26,A. Rocha,[],17,E. Arévalo,[]
19,D. Valdés,[],8,Á. Reyna,[]
23,J. Cuero,"[('sub-out', ""84'"")]",40,F. Hinestroza,"[('yellow-card', ""18'"")]"
22,A. Polo,"[('sub-out', ""74'"")]",33,Javier Orozco,"[('sub-out', ""65'"")]"
9,R. Ruidíaz,"[('sub-out', ""90'"")]",15,E. Herrera,"[('sub-out', ""54'"")]"
