"
Darmstadt 98
","
Köln
"
Starting XI
31,M. Esser,[],18,T. Kessler,[]
32,F. Holland,[],34,K. Rausch,"[('sub-out', ""56'"")]"
4,A. Sulu,[],14,J. Hector,[]
3,A. Milosevic,"[('yellow-card', ""30'""), ('sub-out', ""68'"")]",16,P. Olkowski,[]
17,S. Sirigu,[],4,F. Sørensen,[]
33,S. Sam,[],3,D. Heintz,[]
20,M. Heller,[],21,L. Bittencourt,"[('sub-out', ""74'"")]"
8,J. Gondorf,[],17,C. Clemens,"[('yellow-card', ""41'"")]"
18,P. Niemeyer,[],6,M. Höger,"[('yellow-card', ""66'"")]"
10,J. Rosenthal,"[('sub-out', ""46'"")]",27,A. Modeste,"[('yellow-card', ""29'""), ('sub-out', ""50'"")]"
15,T. Boyd,"[('yellow-card', ""55'""), ('sub-out', ""74'"")]",13,Y. Ōsako,[]
