"
Hoffenheim
","
Mainz 05
"
Starting XI
1,O. Baumann,"[('yellow-card', ""51'"")]",1,J. Lössl,[]
25,N. Süle,[],16,S. Bell,[]
21,B. Hübner,"[('sub-out', ""83'"")]",2,G. Donati,[]
3,P. Kadeřábek,"[('yellow-card', ""59'"")]",18,D. Brosinski,[]
22,K. Vogt,[],26,N. Bungert,[]
18,N. Amiri,[],17,Jairo Samperio,[]
6,S. Rudy,[],6,D. Latza,[]
13,K. Demirbay,[],22,André Ramalho,"[('sub-out', ""71'"")]"
17,S. Zuber,[],32,P. De Blasis,[]
19,M. Uth,"[('sub-out', ""76'"")]",9,Y. Muto,"[('sub-out', ""75'"")]"
27,A. Kramarić,"[('sub-out', ""69'"")]",15,J. Córdoba,"[('yellow-card', ""37'""), ('sub-out', ""58'"")]"
