"
Real Sociedad
","
Sevilla
"
Starting XI
1,G. Rulli,[],1,Sergio Rico,[]
6,Íñigo Martínez,[],18,Sergio Escudero,"[('yellow-card', ""39'"")]"
20,Joseba Zaldúa,[],3,Mariano,[]
19,Yuri,"[('yellow-card', ""76'"")]",23,A. Rami,[]
3,Mikel González,"[('sub-out', ""46'"")]",21,N. Pareja,[]
4,Illarramendi,[],24,G. Mercado,[]
8,Granero,"[('sub-out', ""57'"")]",15,S. N'Zonzi,[]
10,Xabi Prieto,[],20,Vitolo,"[('yellow-card', ""79'""), ('sub-out', ""79'"")]"
11,C. Vela,"[('sub-out', ""57'"")]",10,S. Nasri,[]
12,Willian José,"[('yellow-card', ""44'"")]",12,W. Ben Yedder,"[('sub-out', ""90'+"")]"
18,Mikel Oyarzabal,[],22,F. Vázquez,"[('yellow-card', ""10'""), ('sub-out', ""69'"")]"
