"
AZ
","
Groningen
"
Starting XI
24,T. Krul,[],1,S. Padt,[]
5,R. Haps,[],2,J. Davidson,[]
3,R. van Eijden,[],6,E. Reijnen,[]
17,J. Svensson,[],24,T. Hiariej,[]
23,D. Luckassen,[],12,J. Bacuna,[]
4,R. Vlaar,[],22,S. Tibbling,"[('sub-out', ""81'"")]"
30,S. Wuytens,[],17,Jesper Drost,[]
20,M. Seuntjens,"[('sub-out', ""76'"")]",8,R. Jenssen,[]
8,J. van Overeem,[],5,S. Memišević,[]
19,D. dos Santos,"[('sub-out', ""83'"")]",14,M. Mahi,[]
27,F. Friday,"[('sub-out', ""71'"")]",13,A. Sørloth,"[('sub-out', ""70'"")]"
