"
Liverpool
","
Wolverhampton Wanderers
"
Starting XI
1,L. Karius,[],31,H. Burgoyne,[]
18,Alberto Moreno,[],30,K. Hause,"[('yellow-card', ""48'"")]"
12,J. Gomez,[],5,R. Stearman,"[('yellow-card', ""29'"")]"
56,C. Randall,"[('sub-out', ""46'"")]",2,M. Doherty,[]
17,R. Klavan,[],4,D. Edwards,[]
21,Lucas Leiva,[],17,Hélder Costa,"[('sub-out', ""67'"")]"
53,O. Ejaria,"[('sub-out', ""74'"")]",8,G. Saville,[]
5,G. Wijnaldum,"[('yellow-card', ""51'"")]",16,C. Coady,[]
11,Roberto Firmino,"[('sub-out', ""65'"")]",14,L. Evans,"[('yellow-card', ""89'"")]"
58,B. Woodburn,[],63,A. Weimann,"[('sub-out', ""77'"")]"
27,D. Origi,[],9,N. Dicko,"[('sub-out', ""71'"")]"
