"
Udinese
","
Roma
"
Starting XI
1,O. Karnezis,[],1,W. Szczęsny,[]
5,Danilo,[],20,F. Fazio,[]
30,Felipe,"[('yellow-card', ""75'"")]",44,K. Manolas,[]
3,Samir,[],13,Bruno Peres,[]
6,S. Fofana,"[('yellow-card', ""77'"")]",3,Juan Jesus,"[('yellow-card', ""40'"")]"
37,D. Faraoni,[],33,Emerson,[]
14,J. Jankto,"[('sub-out', ""52'"")]",6,K. Strootman,[]
10,R. de Paul,[],4,R. Nainggolan,[]
26,S. Kums,"[('sub-out', ""74'"")]",5,L. Paredes,[]
9,D. Zapata,"[('sub-out', ""69'"")]",92,S. El Shaarawy,"[('sub-out', ""63'"")]"
77,C. Théréau,[],9,E. Džeko,[]
