"
Bordeaux
","
Dijon
"
Starting XI
30,J. Prior,[],30,B. Reynet,[]
29,M. Poundjé,[],21,Y. Abdelhamid,[]
5,N. Pallois,[],27,C. Varrault,"[('sub-out', ""85'"")]"
20,Y. Sabaly,[],25,A. Bouka Moutou,"[('yellow-card', ""69'"")]"
6,I. Lewczuk,[],2,Á. Lang,[]
17,A. Ounas,"[('sub-out', ""67'"")]",26,F. Chafik,"[('sub-out', ""81'"")]"
23,V. Vada,"[('sub-out', ""46'"")]",17,M. Abeid,[]
18,J. Plašil,[],14,J. Marié,"[('sub-out', ""63'"")]"
14,J. Toulalan,[],8,P. Lees Melou,"[('yellow-card', ""64'"")]"
9,D. Rolan,[],11,Júlio Tavares,[]
25,Malcom,"[('sub-out', ""67'"")]",9,L. Diony,[]
