"
Hull City
","
Middlesbrough
"
Starting XI
16,E. Jakupovic,[],26,Víctor Valdés,[]
3,A. Robertson,[],4,Daniel Ayala,[]
5,H. Maguire,"[('sub-out', ""81'"")]",6,B. Gibson,[]
13,A. Ranocchia,[],17,Barragán,[]
50,L. Marković,[],40,J. Husband,"[('sub-out', ""59'"")]"
11,S. Clucas,"[('yellow-card', ""19'"")]",19,S. Downing,[]
27,Ahmed El Mohamady,[],14,M. de Roon,[]
10,A. N'Diaye,"[('yellow-card', ""85'"")]",37,Adama Traoré,[]
24,O. Niasse,[],8,A. Clayton,"[('yellow-card', ""21'"")]"
17,K. Grosicki,"[('sub-out', ""88'"")]",10,Álvaro Negredo,"[('sub-out', ""71'"")]"
9,A. Hernández,"[('sub-out', ""51'"")]",29,R. Gestede,"[('sub-out', ""81'"")]"
