"
Manchester United
","
West Ham United
"
Starting XI
1,David de Gea,[],1,D. Randolph,[]
5,M. Rojo,[],19,J. Collins,[]
36,M. Darmian,[],21,A. Ogbonna,[]
4,P. Jones,[],3,A. Cresswell,"[('yellow-card', ""90'"")]"
14,J. Lingard,"[('sub-out', ""85'"")]",16,M. Noble,[]
6,P. Pogba,"[('yellow-card', ""27'"")]",30,M. Antonio,[]
21,Ander Herrera,[],8,C. Kouyaté,[]
8,Mata,"[('sub-out', ""65'"")]",10,M. Lanzini,"[('sub-out', ""74'"")]"
25,A. Valencia,"[('yellow-card', ""90'+"")]",27,D. Payet,"[('sub-out', ""90'+"")]"
9,Z. Ibrahimović,[],14,Pedro Obiang,[]
19,M. Rashford,"[('sub-out', ""65'"")]",15,D. Sakho,"[('sub-out', ""66'"")]"
