"
Málaga
","
Barcelona
"
Starting XI
1,C. Kameni,[],1,M. ter Stegen,[]
15,F. Ricca,"[('yellow-card', ""37'"")]",24,J. Mathieu,"[('sub-out', ""46'"")]"
7,Juan Carlos,"[('yellow-card', ""82'""), ('sub-out', ""83'"")]",14,J. Mascherano,"[('yellow-card', ""87'"")]"
5,Diego Llorente,[],18,Jordi Alba,"[('yellow-card', ""8'"")]"
18,R. Rosales,[],23,S. Umtiti,"[('yellow-card', ""33'"")]"
24,Luis Hernández,[],6,Denis Suárez,"[('sub-out', ""46'"")]"
14,Recio,"[('yellow-card', ""45'"")]",21,André Gomes,"[('sub-out', ""61'"")]"
31,Pablo Fornals,[],5,Busquets,[]
10,J. Añor,"[('sub-out', ""67'"")]",10,L. Messi,[]
6,Ignacio Camacho,[],11,Neymar,"[('yellow-card', ""27'""), ('sec-yellow-card', ""65'"")]"
19,Sandro Ramírez,"[('sub-out', ""77'"")]",9,L. Suárez,[]
