"
Guingamp
","
Olympique Lyonnais
"
Starting XI
1,K. Johnsson,[],1,Anthony Lopes,[]
6,B. Sankoh,"[('yellow-card', ""35'"")]",13,C. Jallet,[]
22,J. Martins-Pereira,"[('yellow-card', ""59'"")]",2,M. Yanga-Mbiwa,"[('yellow-card', ""27'"")]"
29,C. Kerbrat,[],5,M. Diakhaby,"[('yellow-card', ""20'"")]"
3,Fernando Marçal,"[('sub-out', ""41'"")]",15,J. Morel,[]
8,L. Deaux,[],21,M. Gonalons,[]
10,N. Benezet,"[('sub-out', ""81'"")]",29,L. Tousart,"[('sub-out', ""85'"")]"
17,E. Didot,[],27,M. Cornet,"[('sub-out', ""80'"")]"
5,M. Diallo,[],10,A. Lacazette,[]
23,J. Briand,[],11,R. Ghezzal,"[('sub-out', ""67'"")]"
19,Y. Salibur,"[('sub-out', ""88'"")]",18,N. Fekir,[]
