"
Atlético Madrid
","
Espanyol
"
Starting XI
13,J. Oblak,[],13,Diego López,[]
20,Juanfran,[],23,D. Reyes,[]
24,J. Giménez,[],29,Aaron Martín,[]
2,D. Godín,"[('yellow-card', ""88'"")]",20,P. Diop,"[('yellow-card', ""23'"")]"
3,Filipe Luis,[],18,Javi Fuego,[]
10,Y. Carrasco,"[('sub-out', ""71'"")]",4,Víctor Sánchez,[]
6,Koke,"[('yellow-card', ""30'"")]",14,José Jurado,[]
5,Tiago,"[('sub-out', ""68'"")]",15,David López,[]
14,Gabi,[],19,P. Piatti,"[('sub-out', ""56'"")]"
21,K. Gameiro,"[('sub-out', ""83'"")]",11,Léo Baptistão,"[('sub-out', ""76'"")]"
7,A. Griezmann,[],7,Gerard Moreno,"[('yellow-card', ""75'""), ('sub-out', ""77'"")]"
