"
Olympique Marseille
","
Saint-Étienne
"
Starting XI
16,Y. Pelé,[],16,S. Ruffier,[]
13,G. Sertic,[],12,C. M'Bengue,"[('sub-out', ""53'"")]"
6,Rolando,[],33,R. Pierre-Gabriel,"[('yellow-card', ""34'"")]"
21,P. Evra,"[('yellow-card', ""44'"")]",4,L. Lacroix,[]
2,H. Sakai,"[('sub-out', ""80'"")]",2,K. Théophile Catherine,[]
26,F. Thauvin,"[('sub-out', ""85'"")]",18,F. Lemoine,"[('sub-out', ""74'"")]"
11,D. Payet,[],14,J. Veretout,[]
19,W. Vainqueur,[],27,R. Berič,[]
8,M. Sanson,[],22,K. Monnet-Paquet,"[('sub-out', ""46'"")]"
27,M. Lopez,[],21,R. Hamouma,"[('yellow-card', ""30'"")]"
18,B. Gomis,"[('sub-out', ""90'+"")]",11,H. Saivet,[]
