"
Cagliari
","
Chievo
"
Starting XI
1,Rafael,"[('sub-out', ""90'+"")]",90,A. Seculin,[]
2,Bruno Alves,[],12,B. Cesar,"[('yellow-card', ""76'"")]"
35,B. Salamon,[],3,D. Dainelli,[]
29,N. Murru,[],29,F. Cacciatore,"[('sub-out', ""17'"")]"
30,A. Deiola,"[('yellow-card', ""34'""), ('sub-out', ""74'"")]",1,J. de Guzmán,"[('sub-out', ""67'"")]"
77,P. Tachtsidis ,[],8,I. Radovanović,[]
10,João Pedro ,[],19,L. Castro,"[('yellow-card', ""16'"")]"
21,A. Ioniţă,"[('yellow-card', ""88'"")]",56,P. Hetemaj,[]
3,M. Isla,[],13,M. Izco,[]
22,M. Borriello,[],31,S. Pellissier,[]
25,M. Sau,"[('sub-out', ""67'"")]",69,R. Meggiorini,"[('sub-out', ""27'"")]"
