"
Manchester United
","
Liverpool
"
Starting XI
1,David de Gea,[],22,S. Mignolet,[]
5,M. Rojo,[],17,R. Klavan,[]
36,M. Darmian,"[('sub-out', ""76'"")]",6,D. Lovren,"[('yellow-card', ""31'"")]"
4,P. Jones,[],66,T. Arnold,[]
22,H. Mkhitaryan,[],20,A. Lallana,[]
6,P. Pogba,[],23,E. Can,[]
25,A. Valencia,[],7,J. Milner,[]
16,M. Carrick,"[('sub-out', ""46'"")]",5,G. Wijnaldum,"[('yellow-card', ""61'"")]"
21,Ander Herrera,"[('yellow-card', ""90'+"")]",14,J. Henderson,[]
11,A. Martial,"[('sub-out', ""65'"")]",11,Roberto Firmino,"[('yellow-card', ""90'+"")]"
9,Z. Ibrahimović,[],27,D. Origi,"[('sub-out', ""61'"")]"
