"
Arsenal
","
Stoke City
"
Starting XI
33,P. Čech,[],33,L. Grant,[]
6,L. Koscielny,[],8,G. Johnson,[]
20,S. Mustafi,"[('sub-out', ""25'"")]",15,B. Martins Indi,[]
5,Gabriel Paulista,[],3,E. Pieters,[]
18,Nacho Monreal,[],5,Muniesa,[]
34,F. Coquelin,[],16,C. Adam,"[('sub-out', ""81'"")]"
15,A. Oxlade-Chamberlain,"[('sub-out', ""69'"")]",4,J. Allen,[]
29,G. Xhaka,[],21,G. Imbula,[]
11,M. Özil,[],22,X. Shaqiri,"[('sub-out', ""86'"")]"
14,T. Walcott,[],10,M. Arnautović,[]
7,A. Sánchez,"[('sub-out', ""78'"")]",18,M. Diouf,"[('sub-out', ""72'"")]"
