"
West Bromwich Albion
","
Derby County
"
Starting XI
13,G. Myhill,[],1,S. Carson,[]
25,C. Dawson,[],12,C. Baird,[]
23,G. McAuley,[],5,J. Shackell,[]
3,J. Olsson,"[('sub-out', ""78'"")]",26,J. Hanson,"[('sub-out', ""82'"")]"
20,B. Galloway,"[('sub-out', ""68'"")]",6,R. Keogh,[]
7,J. Morrison,"[('yellow-card', ""53'"")]",17,J. De Sart,[]
10,M. Phillips,[],10,T. Ince,"[('yellow-card', ""90'+"")]"
14,J. McClean,[],15,B. Johnson,"[('yellow-card', ""90'+"")]"
24,D. Fletcher,[],4,C. Bryson,"[('sub-out', ""88'"")]"
5,C. Yacob,[],20,Abdoul Camara,"[('sub-out', ""86'"")]"
9,S. Rondón,[],11,D. Bent,[]
