"
Nice
","
Dijon
"
Starting XI
30,Y. Cardinale,[],30,B. Reynet,[]
31,Dante,[],27,C. Varrault,"[('red-card', ""88'"")]"
20,M. Le Marchand,[],2,Á. Lang,"[('sub-out', ""81'"")]"
2,A. Souquet,"[('yellow-card', ""36'"")]",26,F. Chafik,[]
32,M. Sarr,[],21,Y. Abdelhamid,"[('yellow-card', ""31'"")]"
25,W. Cyprien,[],23,V. Rüfli,"[('yellow-card', ""41'"")]"
6,J. Seri,"[('sub-out', ""78'"")]",17,M. Abeid,[]
5,Y. Belhanda,[],22,J. Gastien,"[('yellow-card', ""84'"")]"
18,R. Walter,[],8,P. Lees Melou,"[('sub-out', ""75'"")]"
14,A. Plea,[],11,Júlio Tavares,[]
9,M. Balotelli,[],9,L. Diony,[]
