"
New York RB
","
Colorado Rapids
"
Starting XI
31,L. Robles,[],1,T. Howard,[]
55,D. Perrinelle,"[('sub-out', ""75'"")]",94,M. Hairston,[]
33,A. Long,[],3,E. Miller,[]
92,K. Lawrence,[],4,M. Burch,[]
27,S. Davis,"[('yellow-card', ""35'"")]",33,J. Watts,[]
15,S. Zizzo,[],44,A. Sjöberg,[]
7,D. Etienne,"[('yellow-card', ""55'""), ('sub-out', ""61'"")]",22,M. Azira,"[('yellow-card', ""90'+"")]"
77,D. Royer,"[('yellow-card', ""79'"")]",6,S. Cronin,[]
16,S. Klještan,[],8,D. Powers,"[('sub-out', ""72'"")]"
8,Felipe Martins,[],14,D. Badji,[]
99,B. Wright-Phillips,"[('sub-out', ""88'"")]",29,C. Calvert,"[('sub-out', ""59'"")]"
