"
Roda JC
","
Feyenoord
"
Starting XI
1,B. van Leer,[],25,B. Jones,[]
5,A. van Peppen,[],33,Eric Botteghin,[]
2,M. Milec,[],4,T. Kongolo,[]
3,C. Kum,[],2,R. Karsdorp,"[('sub-out', ""89'"")]"
20,D. Werker,[],6,J. van der Heijden,[]
14,A. Ajagun,[],10,T. Vilhena,[]
7,T. Van Hyfte,[],28,J. Toornstra,[]
8,A. Auassar,[],19,S. Berghuis,"[('sub-out', ""76'"")]"
21,D. Boysen,"[('sub-out', ""66'"")]",7,D. Kuijt,[]
25,A. Papazoglou,"[('sub-out', ""88'"")]",9,N. Jørgensen,[]
17,M. Rosheuvel,"[('sub-out', ""77'"")]",11,E. Elia,[]
