"
Stoke City
","
Wolverhampton Wanderers
"
Starting XI
33,L. Grant,[],1,C. Ikeme,[]
8,G. Johnson,[],30,K. Hause,[]
15,B. Martins Indi,"[('yellow-card', ""79'"")]",2,M. Doherty,[]
3,E. Pieters,[],60,M. Williamson,[]
17,R. Shawcross,[],18,D. Iorfa,"[('sub-out', ""77'"")]"
14,I. Afellay,[],17,Hélder Costa,"[('yellow-card', ""7'"")]"
21,G. Imbula,"[('sub-out', ""46'"")]",14,L. Evans,[]
22,X. Shaqiri,"[('yellow-card', ""23'""), ('sub-out', ""72'"")]",8,G. Saville,[]
10,M. Arnautović,[],10,J. Mason,"[('sub-out', ""62'"")]"
27,Bojan,"[('sub-out', ""46'"")]",26,B. Enobakhare,"[('sub-out', ""72'"")]"
25,P. Crouch,[],22,J. Böðvarsson,[]
