"
RB Leipzig
","
Eintracht Frankfurt
"
Starting XI
32,P. Gulácsi,[],1,L. Hradecky,"[('red-card', ""3'"")]"
23,M. Halstenberg,[],22,T. Chandler,[]
4,W. Orban,[],19,D. Abraham,[]
33,M. Compper,[],6,B. Oczipka,[]
7,M. Sabitzer,[],15,M. Hector,[]
13,S. Ilsanker,"[('sub-out', ""70'"")]",5,Jesús Vallejo,[]
3,Bernardo,[],39,Omar Mascarell,"[('yellow-card', ""69'"")]"
31,D. Demme,[],11,M. Gaćinović,"[('sub-out', ""72'"")]"
8,N. Keïta,[],20,M. Hasebe,[]
9,Y. Poulsen,"[('sub-out', ""62'"")]",17,A. Rebić,"[('yellow-card', ""15'""), ('sub-out', ""72'"")]"
11,T. Werner,"[('sub-out', ""80'"")]",31,B. Hrgota,"[('sub-out', ""6'"")]"
