"
Leicester City
","
West Ham United"
Starting XI
1,K. Schmeichel,"[('yellow-card', ""72'"")]",1,D. Randolph,[]
5,W. Morgan,[],2,W. Reid,[]
3,B. Chilwell,[],21,A. Ogbonna,"[('yellow-card', ""45'"")]"
6,R. Huth,"[('yellow-card', ""44'"")]",3,A. Cresswell,[]
17,D. Simpson,"[('yellow-card', ""83'"")]",8,C. Kouyaté,"[('sub-out', ""78'"")]"
13,D. Amartey,"[('yellow-card', ""47'"")]",30,M. Antonio,[]
22,D. Gray,"[('sub-out', ""80'"")]",27,D. Payet,[]
11,M. Albrighton,"[('yellow-card', ""66'"")]",4,H. Nordtveit,"[('yellow-card', ""71'"")]"
4,D. Drinkwater,[],16,M. Noble,"[('sub-out', ""57'"")]"
19,I. Slimani,"[('sub-out', ""83'"")]",9,A. Carroll,[]
26,R. Mahrez,"[('sub-out', ""70'"")]",20,A. Ayew,"[('sub-out', ""65'"")]"
