"
Huddersfield Town
","
Manchester City
"
Starting XI
13,J. Coleman,[],1,C. Bravo,[]
14,M. Cranie,[],24,J. Stones,[]
5,M. Hudson,[],5,P. Zabaleta,[]
12,T. Holmes-Dennis,[],11,A. Kolarov,"[('yellow-card', ""25'""), ('sub-out', ""78'"")]"
16,J. Payne,"[('sub-out', ""72'"")]",30,N. Otamendi,[]
8,P. Billing,[],6,Fernando,[]
27,J. Stankovič,[],15,Jesús Navas,[]
4,D. Whitehead,[],25,Fernandinho,[]
17,R. van La Parra,"[('sub-out', ""59'"")]",18,F. Delph,"[('sub-out', ""69'"")]"
18,J. Lolley,"[('sub-out', ""59'"")]",9,Nolito,"[('sub-out', ""69'"")]"
23,C. Quaner,[],10,S. Agüero,[]
