"
Borussia M'gladbach
","
Schalke 04
"
Starting XI
1,Y. Sommer,[],1,R. Fährmann,[]
4,J. Vestergaard,[],4,B. Höwedes,[]
17,O. Wendt,[],20,T. Kehrer,"[('yellow-card', ""85'"")]"
24,T. Jantschke,[],24,H. Badstuber,"[('sub-out', ""85'"")]"
3,A. Christensen,"[('sub-out', ""82'"")]",31,M. Nastasić,"[('yellow-card', ""18'"")]"
6,C. Kramer,"[('sub-out', ""46'"")]",8,L. Goretzka,[]
7,P. Herrmann,"[('sub-out', ""65'"")]",17,B. Stambouli,[]
19,F. Johnson,[],18,D. Caligiuri,"[('sub-out', ""72'"")]"
8,M. Dahoud,[],21,A. Schöpf,[]
13,L. Stindl,[],10,N. Bentaleb,[]
11,Raffael,[],19,G. Burgstaller,"[('sub-out', ""71'"")]"
