"
Chievo
","
Fiorentina
"
Starting XI
70,S. Sorrentino,[],12,C. Tătărușanu,[]
29,F. Cacciatore,[],13,D. Astori,[]
18,M. Gobbi,"[('sub-out', ""82'"")]",2,G. Rodríguez,"[('sub-out', ""82'"")]"
3,D. Dainelli,[],6,C. Sánchez,"[('yellow-card', ""36'"")]"
12,B. Cesar,"[('yellow-card', ""40'"")]",8,M. Vecino,[]
28,S. Bastien,"[('sub-out', ""73'"")]",25,F. Chiesa,[]
23,V. Birsa,"[('yellow-card', ""17'"")]",20,Borja Valero,[]
19,L. Castro,[],5,M. Badelj,[]
1,J. de Guzmán,[],10,F. Bernardeschi,"[('yellow-card', ""65'""), ('sub-out', ""67'"")]"
69,R. Meggiorini,"[('yellow-card', ""58'"")]",16,Cristian Tello,"[('sub-out', ""46'"")]"
31,S. Pellissier,"[('sub-out', ""54'"")]",30,K. Babacar,[]
