"
Torino
","
Palermo"
Starting XI
21,J. Hart,[],1,J. Posavec,[]
7,D. Zappacosta,[],15,T. Cionek,"[('sub-out', ""85'"")]"
13,L. Rossettini,[],19,H. Aleesami,[]
24,E. Moretti,[],4,S. Anđelković,[]
23,A. Barreca,[],3,A. Rispoli,"[('yellow-card', ""33'""), ('sub-out', ""55'"")]"
16,Samuel Gustafson,"[('sub-out', ""61'"")]",14,A. Gazzi,[]
8,D. Baselli,[],25,Bruno Henrique,[]
25,S. Lukić,[],18,I. Chochev,[]
14,Iago Falqué,"[('sub-out', ""72'"")]",22,N. Balogh,"[('yellow-card', ""27'""), ('sec-yellow-card', ""78'"")]"
31,L. Boyé,"[('sub-out', ""46'"")]",20,R. Sallai,"[('yellow-card', ""56'""), ('sub-out', ""64'"")]"
9,A. Belotti,[],30,I. Nestorovski,[]
