"
Excelsior
","
Go Ahead Eagles
"
Starting XI
25,W. Hahn,[],1,T. Zwarthoed,[]
30,J. de Wijs,[],3,S. Fischer,[]
5,B. Kuipers,[],35,R. Achenteh,[]
2,K. Karami,[],17,S. Locigno,[]
15,J. Mattheij,[],4,X. Schenk,[]
12,Jeffry Fortes,"[('sub-out', ""67'"")]",7,D. Crowley,"[('sub-out', ""89'"")]"
24,H. Faik,[],6,S. Duits,"[('sub-out', ""46'"")]"
18,K. Vermeulen,"[('sub-out', ""74'"")]",24,M. Ritzmaier,[]
17,Fredy,[],29,Chirivella,[]
9,T. Ondaan,[],28,E. Manu,"[('sub-out', ""75'"")]"
7,N. Hasselbaink,"[('sub-out', ""84'"")]",77,J. Antonia,[]
