"
Crystal Palace
","
Everton"
Starting XI
13,W. Hennessey,[],1,Joel Robles,[]
5,J. Tomkins,[],30,M. Holgate,"[('yellow-card', ""26'"")]"
2,J. Ward,[],5,A. Williams,[]
27,D. Delaney,[],23,S. Coleman,[]
6,S. Dann,[],3,L. Baines,[]
42,J. Puncheon,[],25,Ramiro Funes Mori,[]
7,Y. Cabaye,"[('sub-out', ""72'"")]",26,T. Davies,[]
18,J. McArthur,[],8,R. Barkley,"[('sub-out', ""90'+"")]"
17,C. Benteke,[],18,G. Barry,"[('sub-out', ""59'"")]"
31,J. Schlupp,"[('sub-out', ""88'"")]",11,K. Mirallas,"[('sub-out', ""72'"")]"
8,L. Rémy,"[('sub-out', ""61'"")]",10,R. Lukaku,[]
