"
Caen
","
Guingamp
"
Starting XI
1,R. Vercoutre,"[('sub-out', ""73'"")]",1,K. Johnsson,[]
24,F. Guilbert,[],22,J. Martins-Pereira,"[('yellow-card', ""77'"")]"
28,D. Da Silva,[],3,Fernando Marçal,[]
5,A. Yahia,[],6,B. Sankoh,"[('yellow-card', ""44'"")]"
6,J. Delaplace,[],4,B. Angoua,[]
18,J. Adéoti,[],15,J. Sorbon,[]
11,V. Bessat,[],21,L. Blas,[]
25,J. Féret,[],24,M. Coco,"[('sub-out', ""67'"")]"
7,Y. Karamoh,[],8,L. Deaux,"[('sub-out', ""82'"")]"
26,I. Santini,"[('sub-out', ""82'"")]",23,J. Briand,[]
12,R. Rodelin,[],11,S. Privat,"[('sub-out', ""58'"")]"
