"
Internazionale
","
Pescara
"
Starting XI
1,S. Handanovič,[],31,A. Bizzarri,[]
55,Y. Nagatomo,"[('yellow-card', ""54'"")]",35,A. Coda,[]
33,D. D'Ambrosio,"[('sub-out', ""85'"")]",11,F. Zampano,[]
25,João Miranda,[],86,G. Stendardo,"[('sub-out', ""54'"")]"
17,G. Medel,[],3,C. Biraghi,"[('yellow-card', ""67'"")]"
6,João Mário,[],5,A. Bruno,[]
77,M. Brozović,[],10,Ahmed Benali,[]
5,R. Gagliardini,[],7,V. Verre,[]
44,I. Perišić,"[('sub-out', ""71'"")]",8,L. Memushaj,[]
9,M. Icardi,[],15,J. Bahebeck,"[('sub-out', ""75'"")]"
87,A. Candreva,"[('sub-out', ""76'"")]",9,G. Kastanos,"[('sub-out', ""82'"")]"
