"
Rochdale
","
Huddersfield Town
"
Starting XI
25,C. Logan,[],13,J. Coleman,[]
2,J. Rafferty,[],5,M. Hudson,[]
6,H. McGahey,"[('yellow-card', ""66'"")]",12,T. Holmes-Dennis,[]
4,J. McNulty,[],14,M. Cranie,[]
24,J. Allen,"[('sub-out', ""67'"")]",4,D. Whitehead,"[('sub-out', ""69'"")]"
7,P. Vincenti,[],27,J. Stankovič,[]
18,K. Keane,[],8,P. Billing,[]
10,C. Camps,[],9,E. Kachunga,"[('sub-out', ""46'"")]"
9,C. Andrew,"[('sub-out', ""12'"")]",23,C. Quaner,[]
16,R. Noble-Lazarus,"[('sub-out', ""67'"")]",37,I. Brown,"[('yellow-card', ""51'"")]"
40,I. Henderson,[],11,H. Bunn,"[('sub-out', ""46'"")]"
