"
Tigres UANL
","
Pumas"
Starting XI
1,N. Guzmán,[],1,Alejandro Palacios,[]
14,J. Estrada,"[('sub-out', ""77'"")]",2,J. Van Rankin,[]
6,Jorge Torres,[],3,G. Alcoba,[]
3,Juninho,[],5,L. Fuentes,[]
4,H. Ayala,[],4,D. Verón,[]
19,G. Pizarro,"[('yellow-card', ""50'"")]",6,K. Escamilla,"[('sub-out', ""46'"")]"
20,J. Aquino,[],9,F. Martínez,"[('sub-out', ""60'"")]"
29,J. Dueñas,[],17,J. Gallardo,"[('yellow-card', ""68'"")]"
18,I. Sosa,"[('sub-out', ""78'"")]",10,Abraham,"[('yellow-card', ""40'""), ('sub-out', ""56'"")]"
25,J. Damm,[],20,M. Britos,[]
10,A. Gignac,"[('sub-out', ""83'"")]",8,P. Barrera,[]
