"
Granada
","
Barcelona
"
Starting XI
13,G. Ochoa,[],1,M. ter Stegen,[]
3,G. Silva,"[('sub-out', ""78'"")]",18,Jordi Alba,"[('yellow-card', ""60'"")]"
23,Litri,[],24,J. Mathieu,[]
22,D. Foulquier,[],14,J. Mascherano,[]
5,U. Agbo,"[('yellow-card', ""79'""), ('sec-yellow-card', ""82'"")]",20,Sergi Roberto,"[('yellow-card', ""28'"")]"
20,M. Saunier,[],12,Rafinha,"[('sub-out', ""17'"")]"
6,Lombán,"[('yellow-card', ""59'"")]",21,André Gomes,"[('sub-out', ""67'"")]"
26,V. Angban,"[('sub-out', ""46'"")]",4,I. Rakitić,"[('yellow-card', ""77'""), ('sub-out', ""87'"")]"
18,Andreas Pereira,[],5,Busquets,[]
8,M. Wakaso,[],11,Neymar,[]
24,A. Kravets,"[('sub-out', ""55'"")]",9,L. Suárez,[]
