"
Sassuolo
","
Lazio
"
Starting XI
47,A. Consigli,[],1,T. Strakosha,"[('yellow-card', ""26'"")]"
39,C. Dell'Orco,[],3,S. de Vrij,[]
28,P. Cannavaro,[],4,Patric,[]
20,Pol Lirola,"[('yellow-card', ""89'"")]",26,Ş. Radu,[]
15,F. Acerbi,[],2,W. Hoedt,"[('yellow-card', ""33'""), ('sub-out', ""58'"")]"
21,A. Aquilani,[],16,M. Parolo,[]
7,S. Missiroli,"[('sub-out', ""64'"")]",21,S. Milinković-Savić,[]
6,L. Pellegrini,"[('yellow-card', ""32'"")]",20,L. Biglia,[]
25,D. Berardi,[],19,S. Lulić,"[('yellow-card', ""5'""), ('sub-out', ""58'"")]"
11,G. Defrel,"[('sub-out', ""71'"")]",10,Felipe Anderson,"[('sub-out', ""79'"")]"
16,M. Politano,"[('sub-out', ""84'"")]",17,C. Immobile,[]
