"
Arsenal
","
Lincoln City"
Starting XI
33,P. Čech,[],1,P. Farman,[]
6,L. Koscielny,"[('yellow-card', ""37'"")]",2,B. Wood,[]
20,S. Mustafi,[],25,S. Raggett,"[('yellow-card', ""85'"")]"
3,K. Gibbs,[],5,L. Waterfall,[]
24,Bellerín,[],3,S. Habergham,[]
29,G. Xhaka,"[('yellow-card', ""24'""), ('sub-out', ""61'"")]",8,A. Power,[]
15,A. Oxlade-Chamberlain,"[('sub-out', ""27'"")]",11,T. Hawkridge,"[('sub-out', ""78'"")]"
8,A. Ramsey,[],30,A. Woodyard,"[('yellow-card', ""47'"")]"
7,A. Sánchez,[],28,N. Arnold,[]
14,T. Walcott,[],9,M. Rhead,"[('sub-out', ""66'"")]"
12,O. Giroud,"[('sub-out', ""65'"")]",7,J. Muldoon,"[('sub-out', ""54'"")]"
