"
ADO Den Haag
","
Utrecht
"
Starting XI
1,E. Šetkus,[],16,D. Jensen,[]
28,T. Ebuehi,[],3,R. Leeuwin,[]
4,T. Beugelsdijk,"[('yellow-card', ""43'""), ('sec-yellow-card', ""75'"")]",15,Robin van der Meer,[]
3,T. Meißner,"[('yellow-card', ""63'"")]",20,G. Troupée,"[('yellow-card', ""80'"")]"
5,W. Kanon,[],25,S. Amrabat,[]
12,T. Trybull,[],8,W. Janssen,[]
6,A. El Mahdioui,[],6,Y. Ayoub,[]
23,H. Hevel,"[('yellow-card', ""41'""), ('sub-out', ""58'"")]",7,R. Strieder,[]
21,E. Duplan,"[('sub-out', ""84'"")]",10,N. Barazite,"[('sub-out', ""86'"")]"
33,G. Kastaneer,"[('yellow-card', ""14'"")]",22,S. Haller,[]
9,M. Havenaar,"[('sub-out', ""58'"")]",9,R. Zivkovic,[]
