"
Crotone
","
Bologna
"
Starting XI
1,A. Cordaz,[],83,A. Mirante,[]
13,G. Ferrari,[],20,D. Maietta,"[('yellow-card', ""76'"")]"
22,A. Rosi,[],25,A. Masina,"[('yellow-card', ""71'"")]"
17,F. Ceccherini,[],28,D. Gastaldello,"[('yellow-card', ""40'""), ('sub-out', ""42'"")]"
28,L. Capezzi,"[('sub-out', ""57'"")]",35,V. Torosidis,"[('sub-out', ""29'"")]"
6,M. Rohdén,"[('sub-out', ""77'"")]",16,Á. Nagy,"[('yellow-card', ""86'"")]"
8,L. Crisetig,[],31,B. Džemaili,[]
87,B. Martella,[],6,F. Viviani,"[('sub-out', ""83'"")]"
7,R. Palladino,"[('yellow-card', ""4'"")]",10,M. Destro,[]
29,M. Trotta,"[('sub-out', ""64'"")]",11,L. Krejčí,[]
11,D. Falcinelli,"[('yellow-card', ""68'"")]",14,F. Di Francesco,[]
