"
Veracruz
","
Puebla
"
Starting XI
1,P. Gallese,[],17,C. Campestrini,[]
38,M. Cancela,"[('yellow-card', ""75'""), ('sub-out', ""80'"")]",5,E. Dueñas,[]
23,Leobardo López,"[('sub-out', ""70'"")]",12,Ó. Rojas,[]
24,R. Noya,[],2,R. Herrera,"[('sub-out', ""46'"")]"
18,E. Andrade,"[('yellow-card', ""31'""), ('sub-out', ""46'"")]",4,I. Centurión,[]
14,C. Pellerano,[],28,F. Torres,"[('sub-out', ""46'"")]"
8,Á. Reyna,[],6,P. Míguez,[]
17,E. Arévalo,[],25,A. Canelo,[]
28,J. Paganoni,[],22,P. Araújo,[]
9,D. Villalba,[],3,C. Gutiérrez,[]
21,A. Luna,"[('yellow-card', ""80'"")]",11,F. González,"[('yellow-card', ""39'""), ('sub-out', ""76'"")]"
