"
Groningen
","
Go Ahead Eagles
"
Starting XI
1,S. Padt,[],1,T. Zwarthoed,[]
33,H. Hateboer,"[('yellow-card', ""60'"")]",32,J. Groenbast,[]
6,E. Reijnen,[],35,R. Achenteh,[]
10,A. Rusnák,"[('sub-out', ""84'"")]",23,N. Nieveld,[]
22,S. Tibbling,[],3,S. Fischer,[]
5,S. Memišević,[],4,X. Schenk,"[('yellow-card', ""76'"")]"
12,J. Bacuna,"[('yellow-card', ""66'""), ('sub-out', ""71'"")]",24,M. Ritzmaier,[]
20,Y. van Nieff,[],11,R. Wolters,"[('sub-out', ""46'"")]"
8,R. Jenssen,[],77,J. Antonia,"[('sub-out', ""82'"")]"
14,M. Mahi,[],14,D. Maatsen,"[('yellow-card', ""90'+"")]"
19,T. van Weert,"[('sub-out', ""58'"")]",9,L. de Kogel,"[('sub-out', ""67'"")]"
