"
Manchester City
","
Hull City
"
Starting XI
1,C. Bravo,[],16,E. Jakupovic,[]
24,J. Stones,[],13,A. Ranocchia,[]
22,G. Clichy,[],21,M. Dawson,[]
11,A. Kolarov,[],3,A. Robertson,[]
15,Jesús Navas,[],40,Evandro,"[('yellow-card', ""28'""), ('sub-out', ""58'"")]"
42,Y. Touré,"[('sub-out', ""74'"")]",27,Ahmed El Mohamady,[]
7,R. Sterling,[],50,L. Marković,[]
21,David Silva,"[('sub-out', ""73'"")]",11,S. Clucas,"[('sub-out', ""58'"")]"
19,L. Sané,"[('sub-out', ""66'"")]",10,A. N'Diaye,"[('yellow-card', ""69'"")]"
18,F. Delph,[],24,O. Niasse,"[('sub-out', ""82'"")]"
10,S. Agüero,[],17,K. Grosicki,[]
