"
Swansea City
","
West Ham United
"
Starting XI
1,Ł. Fabiański,[],1,D. Randolph,[]
5,M. van der Hoorn,[],3,A. Cresswell,[]
35,S. Kingsley,[],21,A. Ogbonna,[]
22,Àngel Rangel,[],2,W. Reid,[]
6,A. Mawson,[],8,C. Kouyaté,[]
7,L. Britton,[],27,D. Payet,[]
23,G. Sigurðsson,[],30,M. Antonio,"[('sub-out', ""84'"")]"
24,J. Cork,[],16,M. Noble,[]
56,J. Fulton,"[('sub-out', ""46'"")]",4,H. Nordtveit,[]
15,W. Routledge,[],9,A. Carroll,"[('sub-out', ""90'+"")]"
10,Borja Bastón,"[('sub-out', ""46'"")]",20,A. Ayew,"[('sub-out', ""75'"")]"
