"
Swansea City
","
Burnley
"
Starting XI
1,Ł. Fabiański,[],17,P. Robinson,[]
26,K. Naughton,"[('sub-out', ""89'"")]",6,B. Mee,"[('yellow-card', ""54'"")]"
33,F. Fernández,[],23,S. Ward,"[('yellow-card', ""10'"")]"
16,Martin Olsson,[],5,M. Keane,[]
6,A. Mawson,[],2,M. Lowton,[]
8,L. Fer,"[('yellow-card', ""57'"")]",19,J. Barton,"[('sub-out', ""80'"")]"
42,T. Carroll,"[('sub-out', ""90'+"")]",12,R. Brady,"[('sub-out', ""66'"")]"
24,J. Cork,"[('yellow-card', ""85'"")]",13,J. Hendrick,[]
23,G. Sigurðsson,[],21,G. Boyd,[]
9,Llorente,[],9,S. Vokes,"[('sub-out', ""80'"")]"
28,L. Narsingh,"[('sub-out', ""73'"")]",7,A. Gray,[]
