"
Egypt
","
Morocco"
Starting XI
1,Essam El Hadary,[],12,Munir,[]
15,Karim Hafez,"[('sub-out', ""63'"")]",4,M. da Costa,[]
6,Ahmed Hegazi,[],5,M. Benatia,[]
2,Ali Gabr,[],2,H. Mendyl,[]
7,Ahmed Fathy,[],14,M. Boussoufa,[]
8,Tarek Hamed,"[('yellow-card', ""13'""), ('sub-out', ""90'+"")]",11,F. Fajr,[]
19,Abdalla El Said,[],17,N. Dirar,[]
21,Trézéguet,[],8,K. El Ahmadi,[]
18,Marwan Mohsen,"[('sub-out', ""43'"")]",6,R. Saïss,"[('sub-out', ""90'+"")]"
3,Ahmed El Mohamady,[],20,A. Bouhaddouz,"[('sub-out', ""78'"")]"
10,Mohamed Salah,[],7,Y. En-Nesyri,[]
