"
Morelia
","
América
"
Starting XI
1,F. Rodríguez,[],1,A. Marchesín,[]
24,G. Achilier,"[('yellow-card', ""68'"")]",6,M. Samudio,[]
2,E. Pérez,[],18,B. Valdez,[]
5,F. Erpen,"[('yellow-card', ""77'"")]",2,P. Goltz,[]
12,R. Vilchis,[],12,Pablo Aguilar,[]
26,A. Rocha,"[('yellow-card', ""25'""), ('sub-out', ""73'"")]",7,William da Silva,"[('yellow-card', ""81'"")]"
28,C. Morales,"[('yellow-card', ""52'"")]",21,J. Guerrero,"[('yellow-card', ""48'"")]"
8,J. Rodríguez,"[('yellow-card', ""34'""), ('sub-out', ""61'"")]",30,R. Ibarra,[]
19,D. Valdés,"[('sub-out', ""61'"")]",9,S. Romero,"[('sub-out', ""76'"")]"
9,R. Ruidíaz,[],24,O. Peralta,"[('yellow-card', ""38'""), ('sub-out', ""64'"")]"
22,A. Polo,[],10,C. Domínguez,"[('sub-out', ""85'"")]"
