"
Sampdoria
","
Pescara"
Starting XI
2,E. Viviano,[],31,A. Bizzarri,[]
20,D. Pavlovic,[],86,G. Stendardo,[]
26,M. Silvestre,[],35,A. Coda,"[('yellow-card', ""48'""), ('sub-out', ""83'"")]"
37,M. Škriniar,[],11,F. Zampano,[]
22,J. Sala,"[('sub-out', ""83'"")]",3,C. Biraghi,[]
18,D. Praet,[],7,V. Verre,"[('sub-out', ""88'"")]"
8,É. Barreto,"[('sub-out', ""75'"")]",5,A. Bruno,"[('yellow-card', ""87'"")]"
10,Bruno Fernandes,[],8,L. Memushaj,[]
34,L. Torreira,[],10,Ahmed Benali,[]
27,F. Quagliarella,[],20,A. Cerri,"[('sub-out', ""75'"")]"
9,L. Muriel,"[('sub-out', ""62'"")]",17,G. Caprari,[]
