"
PEC Zwolle
","
Excelsior
"
Starting XI
1,M. van der Hart,[],25,W. Hahn,[]
5,C. Verdonk,"[('sub-out', ""79'"")]",2,K. Karami,[]
2,B. van Polen,"[('yellow-card', ""41'"")]",30,J. de Wijs,[]
4,D. Marcellis,"[('yellow-card', ""53'"")]",15,J. Mattheij,[]
21,D. Warmerdam,[],23,M. Massop,[]
6,M. Saymak,[],24,H. Faik,[]
15,O. Bouy,[],8,R. Koolwijk,"[('sub-out', ""78'"")]"
23,D. Holla,[],10,L. Bruins,"[('yellow-card', ""10'"")]"
11,Q. Menig,[],11,S. Elbers,"[('sub-out', ""84'"")]"
44,N. Brock-Madsen,"[('yellow-card', ""31'""), ('sub-out', ""79'"")]",29,M. van Duinen,"[('sub-out', ""65'"")]"
7,Y. Mokhtar,"[('sub-out', ""66'"")]",17,Fredy,[]
