"
Cagliari
","
Genoa
"
Starting XI
1,Rafael,[],23,E. Lamanna,[]
29,N. Murru,[],24,E. Muñoz,[]
23,L. Ceppitelli,[],8,N. Burdisso,[]
24,M. Capuano,"[('yellow-card', ""49'""), ('sec-yellow-card', ""79'"")]",5,A. Izzo,[]
77,P. Tachtsidis ,[],93,D. Laxalt,"[('sub-out', ""75'"")]"
18,N. Barella,"[('sub-out', ""83'"")]",4,I. Cofie,"[('sub-out', ""58'"")]"
10,João Pedro ,"[('yellow-card', ""52'""), ('sub-out', ""81'"")]",94,D. Cataldi,"[('yellow-card', ""33'"")]"
4,D. Dessena,[],2,Edenilson,[]
3,M. Isla,[],30,L. Rigoni,"[('yellow-card', ""76'"")]"
17,Diego Farias,"[('yellow-card', ""65'""), ('sub-out', ""75'"")]",9,G. Simeone,[]
22,M. Borriello,[],11,L. Ocampos,"[('sub-out', ""65'"")]"
