"
Heerenveen
","
Ajax
"
Starting XI
1,E. Mulder,[],24,A. Onana,[]
16,J. St. Juste,[],3,J. Veltman,[]
4,J. van Aken,"[('yellow-card', ""87'"")]",5,D. Sánchez,[]
5,L. Bijker,[],26,N. Viergever,[]
2,S. Marzo,[],8,D. Sinkgraven,"[('yellow-card', ""22'""), ('sub-out', ""83'"")]"
18,Y. Namli,"[('sub-out', ""79'"")]",22,H. Ziyech,"[('sub-out', ""66'"")]"
21,Y. Kobayashi,[],10,D. Klaassen,"[('yellow-card', ""83'"")]"
9,R. Ghoochannejhad,[],11,A. Younes,"[('yellow-card', ""80'"")]"
19,P. van Amersfoort,"[('sub-out', ""73'"")]",9,B. Traoré,"[('sub-out', ""90'+"")]"
13,A. Zeneli,"[('sub-out', ""89'"")]",25,K. Dolberg,[]
11,S. Larsson,"[('yellow-card', ""84'"")]",20,L. Schöne,[]
