"
Juventus
","
Chievo
"
Starting XI
1,G. Buffon,[],90,A. Seculin,[]
24,D. Rugani,[],2,N. Spolli,"[('yellow-card', ""55'"")]"
15,A. Barzagli,[],29,F. Cacciatore,"[('yellow-card', ""18'"")]"
12,Alex Sandro,[],12,B. Cesar,[]
26,S. Lichtsteiner,"[('sub-out', ""85'"")]",18,M. Gobbi,"[('sub-out', ""46'"")]"
6,S. Khedira,[],19,L. Castro,[]
8,C. Marchisio,[],23,V. Birsa,[]
27,S. Sturaro,"[('sub-out', ""72'"")]",8,I. Radovanović,[]
7,J. Cuadrado,"[('sub-out', ""66'"")]",56,P. Hetemaj,"[('sub-out', ""75'"")]"
21,P. Dybala,[],31,S. Pellissier,[]
9,G. Higuaín,[],69,R. Meggiorini,"[('sub-out', ""67'"")]"
