"
ADO Den Haag
","
PSV
"
Starting XI
22,R. Zwinkels,[],1,J. Zoet,[]
5,W. Kanon,[],4,S. Arias,[]
28,T. Ebuehi,[],20,J. Brenet,[]
2,D. Malone,[],2,N. Isimat-Mirin,[]
3,T. Meißner,"[('yellow-card', ""80'"")]",3,H. Moreno,[]
8,A. Meijers,[],6,D. Pröpper,[]
14,D. Gorter,"[('sub-out', ""82'"")]",28,M. van Ginkel,[]
9,M. Havenaar,[],10,S. de Jong,"[('sub-out', ""78'"")]"
21,E. Duplan,"[('sub-out', ""78'"")]",18,A. Guardado,[]
77,S. Becker,"[('sub-out', ""87'"")]",19,J. Locadia,"[('sub-out', ""89'"")]"
23,A. El Khayati,[],7,G. Pereiro,"[('yellow-card', ""55'""), ('sub-out', ""69'"")]"
