"
Olympique Lyonnais
","
Toulouse
"
Starting XI
1,Anthony Lopes,[],40,A. Lafont,[]
13,C. Jallet,[],20,S. Yago,"[('yellow-card', ""32'""), ('sub-out', ""52'"")]"
15,J. Morel,[],6,C. Jullien,[]
2,M. Yanga-Mbiwa,[],5,I. Diop,[]
4,E. Mammana,[],12,Issiaga Sylla,[]
14,Sergi Darder,"[('yellow-card', ""4'"")]",29,F. Moubandje,[]
12,J. Ferri,[],10,O. Trejo,"[('yellow-card', ""88'"")]"
21,M. Gonalons,[],15,C. Jean,[]
9,M. Depay,"[('sub-out', ""86'"")]",19,Somália,[]
27,M. Cornet,[],27,A. Blin,"[('sub-out', ""49'"")]"
18,N. Fekir,"[('sub-out', ""71'"")]",39,A. Delort,"[('sub-out', ""72'"")]"
