"
Guingamp
","
Toulouse
"
Starting XI
1,K. Johnsson,[],40,A. Lafont,[]
3,Fernando Marçal,[],6,C. Jullien,[]
2,J. Ikoko,[],29,F. Moubandje,[]
15,J. Sorbon,[],5,I. Diop,"[('yellow-card', ""81'"")]"
6,B. Sankoh,"[('yellow-card', ""90'+"")]",2,K. Adou,[]
24,M. Coco,"[('yellow-card', ""67'""), ('sub-out', ""72'"")]",4,T. Doumbia,"[('yellow-card', ""24'""), ('sub-out', ""68'"")]"
17,E. Didot,[],15,C. Jean,[]
5,M. Diallo,"[('sub-out', ""80'"")]",10,O. Trejo,[]
23,J. Briand,[],9,M. Braithwaite,"[('sub-out', ""62'"")]"
9,A. Mendy,"[('sub-out', ""90'+"")]",11,O. Toivonen,"[('sub-out', ""72'"")]"
19,Y. Salibur,[],39,A. Delort,[]
