"
Valencia
","
Sevilla
"
Starting XI
1,Diego Alves,[],1,Sergio Rico,[]
26,Toni Lato,"[('yellow-card', ""22'"")]",18,Sergio Escudero,[]
24,E. Garay,[],3,Mariano,[]
5,E. Mangala,[],21,N. Pareja,[]
21,Martín Montoya,[],5,C. Lenglet,[]
15,F. Orellana,"[('sub-out', ""80'"")]",15,S. N'Zonzi,[]
18,Carlos Soler,"[('yellow-card', ""50'"")]",8,Iborra,"[('yellow-card', ""70'"")]"
8,E. Pérez,"[('yellow-card', ""30'"")]",17,Pablo Sarabia,[]
10,Dani Parejo,"[('sub-out', ""87'"")]",11,J. Correa,[]
12,S. Zaza,[],20,Vitolo,"[('sub-out', ""15'"")]"
9,Munir,"[('sub-out', ""73'"")]",22,F. Vázquez,"[('sub-out', ""82'"")]"
