"
Chelsea
","
AFC Bournemouth
"
Starting XI
13,T. Courtois,[],1,A. Boruc,[]
3,Marcos Alonso,[],14,B. Smith,"[('sub-out', ""77'"")]"
24,G. Cahill,[],2,S. Francis,[]
28,Azpilicueta,[],3,S. Cook,[]
30,David Luiz,[],15,A. Smith,[]
22,Willian,"[('sub-out', ""83'"")]",11,C. Daniels,[]
15,V. Moses,"[('sub-out', ""90'"")]",4,D. Gosling,[]
10,E. Hazard,"[('sub-out', ""90'+"")]",6,A. Surman,"[('sub-out', ""66'"")]"
21,N. Matić,[],32,J. Wilshere,"[('yellow-card', ""14'"")]"
11,Pedro,"[('yellow-card', ""63'"")]",8,H. Arter,[]
4,Fàbregas,[],17,J. King,"[('sub-out', ""66'"")]"
