"
Go Ahead Eagles
","
Heerenveen"
Starting XI
1,T. Zwarthoed,[],1,E. Mulder,[]
4,X. Schenk,[],2,S. Marzo,[]
32,J. Groenbast,[],16,J. St. Juste,"[('sub-out', ""70'"")]"
35,R. Achenteh,[],5,L. Bijker,[]
3,S. Fischer,"[('yellow-card', ""81'"")]",4,J. van Aken,[]
6,S. Duits,[],18,Y. Namli,[]
24,M. Ritzmaier,[],21,Y. Kobayashi,[]
77,J. Antonia,[],19,P. van Amersfoort,"[('yellow-card', ""72'""), ('sub-out', ""86'"")]"
11,R. Wolters,"[('yellow-card', ""58'""), ('sub-out', ""82'"")]",11,S. Larsson,[]
19,S. Hendriks,"[('sub-out', ""70'"")]",9,R. Ghoochannejhad,[]
14,D. Maatsen,[],13,A. Zeneli,"[('sub-out', ""77'"")]"
