"
Roma
","
Pescara
"
Starting XI
1,W. Szczęsny,[],31,A. Bizzarri,[]
33,Emerson,"[('yellow-card', ""62'"")]",13,D. Župarić,"[('yellow-card', ""67'"")]"
2,A. Rüdiger,"[('yellow-card', ""32'"")]",26,D. Vitturini,"[('sub-out', ""46'"")]"
13,Bruno Peres,[],2,A. Crescenzi,[]
20,F. Fazio,[],3,C. Biraghi,"[('yellow-card', ""31'"")]"
30,Gerson,"[('sub-out', ""72'"")]",11,F. Zampano,[]
8,D. Perotti,[],8,L. Memushaj,[]
4,R. Nainggolan,"[('yellow-card', ""38'""), ('sub-out', ""64'"")]",16,G. Brugman,[]
11,Mohamed Salah,"[('sub-out', ""90'+"")]",10,Ahmed Benali,"[('sub-out', ""78'"")]"
6,K. Strootman,[],21,S. Pepe,[]
9,E. Džeko,[],15,J. Bahebeck,"[('sub-out', ""5'"")]"
