"
Manchester City
","
Chelsea
"
Starting XI
1,C. Bravo,[],13,T. Courtois,[]
11,A. Kolarov,[],28,Azpilicueta,[]
30,N. Otamendi,"[('yellow-card', ""17'"")]",3,Marcos Alonso,[]
24,J. Stones,"[('sub-out', ""78'"")]",24,G. Cahill,[]
17,K. De Bruyne,[],30,David Luiz,[]
8,İ. Gündoğan,"[('sub-out', ""76'"")]",10,E. Hazard,"[('sub-out', ""90'+"")]"
15,Jesús Navas,"[('yellow-card', ""81'"")]",11,Pedro,"[('sub-out', ""50'"")]"
19,L. Sané,"[('sub-out', ""69'"")]",7,N. Kanté,"[('yellow-card', ""49'"")]"
21,David Silva,[],4,Fàbregas,"[('yellow-card', ""90'+"")]"
25,Fernandinho,"[('red-card', ""90'+"")]",15,V. Moses,[]
10,S. Agüero,"[('red-card', ""90'+"")]",19,Diego Costa,"[('sub-out', ""85'"")]"
