"
Atlanta United
","
New York RB
"
Starting XI
25,A. Kann,[],31,L. Robles,[]
4,G. Garza,[],33,A. Long,[]
5,L. González Pírez,"[('sub-out', ""81'"")]",92,K. Lawrence,[]
2,T. Mears,[],55,D. Perrinelle,"[('yellow-card', ""66'"")]"
3,M. Parkhurst,[],27,S. Davis,"[('sub-out', ""69'"")]"
10,M. Almirón,[],15,S. Zizzo,"[('yellow-card', ""38'"")]"
14,C. Carmona,"[('red-card', ""88'"")]",8,Felipe Martins,[]
24,J. Gressel,"[('sub-out', ""81'"")]",77,D. Royer,[]
11,Y. Asad,[],16,S. Klještan,[]
15,H. Villalba,"[('sub-out', ""85'"")]",99,B. Wright-Phillips,[]
7,J. Martínez,"[('yellow-card', ""49'"")]",19,A. Muyl,"[('sub-out', ""54'"")]"
