"
Eibar
","
Deportivo La Coruña
"
Starting XI
1,Yoel,[],13,P. Tytoń,[]
20,F. Lejeune,[],12,Sidnei,[]
19,Luna,"[('sub-out', ""65'"")]",14,Alejandro Arribas,[]
3,Alejandro Gálvez,[],3,Fernando Navarro,[]
7,Ander Capa,[],20,Guilherme,[]
14,Dani García,[],8,E. Çolak,[]
8,T. Inui,"[('sub-out', ""71'"")]",21,Bruno Gama,"[('sub-out', ""62'"")]"
24,Adrián ,[],22,C. Borges,"[('yellow-card', ""29'""), ('sub-out', ""83'"")]"
21,Pedro León,[],2,Juanfran,[]
6,Christian Rivera,[],11,Carles Gil,"[('yellow-card', ""51'""), ('sub-out', ""73'"")]"
9,Sergi Enrich,"[('sub-out', ""90'"")]",10,F. Andone,[]
