"
Everton
","
AFC Bournemouth
"
Starting XI
1,Joel Robles,"[('yellow-card', ""74'"")]",1,A. Boruc,[]
3,L. Baines,[],2,S. Francis,"[('sub-out', ""46'"")]"
23,S. Coleman,[],3,S. Cook,[]
5,A. Williams,[],26,T. Mings,[]
25,Ramiro Funes Mori,[],32,J. Wilshere,[]
2,M. Schneiderlin,"[('yellow-card', ""49'"")]",24,R. Fraser,[]
18,G. Barry,"[('sub-out', ""80'"")]",7,M. Pugh,"[('sub-out', ""83'"")]"
8,R. Barkley,[],4,D. Gosling,"[('sub-out', ""46'"")]"
16,J. McCarthy,"[('sub-out', ""61'"")]",6,A. Surman,[]
31,A. Lookman,"[('sub-out', ""71'"")]",8,H. Arter,"[('yellow-card', ""14'"")]"
10,R. Lukaku,[],17,J. King,[]
