"
Sunderland
","
Stoke City
"
Starting XI
1,V. Mannone,[],33,L. Grant,[]
5,P. Djilobodji,"[('yellow-card', ""62'"")]",3,E. Pieters,[]
16,J. O'Shea,[],8,G. Johnson,[]
22,D. Love,[],15,B. Martins Indi,[]
4,J. Denayer,[],17,R. Shawcross,[]
3,P. van Aanholt,"[('yellow-card', ""72'"")]",22,X. Shaqiri,"[('sub-out', ""89'"")]"
7,S. Larsson,[],16,C. Adam,"[('yellow-card', ""56'""), ('sub-out', ""68'"")]"
44,A. Januzaj,"[('yellow-card', ""90'+"")]",4,J. Allen,[]
8,J. Rodwell,[],6,G. Whelan,[]
9,F. Borini,[],10,M. Arnautović,[]
18,J. Defoe,[],25,P. Crouch,[]
